paper_id,in silico,in vitro,in vivo,Systematic review or meta-analysis of RCTs,RCT,Non-randomized controlled trial,Comparative study,Descriptive study,Systematic review or meta-analysis of studies other than RCTs,Other
4d78edaed764c1f015c0a45c5a8724525f8ab922,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
4e0e3408b8be8fabde40e804af36d5d0ee3078b2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4e2bc97a6164191ba3d53abfa49ccd973aa80326,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4ec7c4ec545371f4b8c4a40db7d28fc534674c39,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
4edce3f000daba74ef7ee369b049707cda8426ae,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
4ee51bb838b0cdc2e59317a4b837f2997795b665,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4f119728d0f947790b82e83513849f8caf0126e5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
4f5f812dec32f2da50e3b8bb7a63626f45933f6a,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
5027cd31c6cfc9b2ffee9e5e38cacbff26566ac9,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
507e037eef0c8e207a895f81ec1820edb482dcb2,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
50a217a2dacfe1364383ec8c681f64f2fd76dbe7,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
50be853b37945ba63f2fa2c4654b8c57ce0c1597,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0
515d0c8dd3d5e837775f19c7b2577f2d2e8e3b88,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
5187f0f3f45b0a1882a44001d193a24c97b0bb1b,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
519e983e135c70d5306d1109a5ac2bd5c8629b89,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
51a7b35db673f0d7cb14a80b607192e3f44cc7f5,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
51d08f164761313c2e947e3ea75b0ba684a182f1,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
52194e8281940254cc935191779fbd75c31b2875,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
521a647145ffb1cefd8783cb1395719ad374e53f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
5241581d168b90832f88103bd40c8db2d843a6ea,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
52e88fad10a7a632c989627528d3411d99fb322d,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
52f5440ec7a22706f95be3c6f5e0ed2e940e4945,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
5303b7430b20a5e665f7cadd07ae77baa5687e73,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
53eccda7977a31e3d0f565c884da036b1e85438e,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
5408b9cea3b1caf9f6cd026140d5414fab4c6e81,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
540f321681ba936b7463b73e60fb389d8f1fbb57,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
545def8771357b4cb2875f5795a0760e97534cc9,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
54ae20515fcef8417e255b19df1a5bf6f2ab40bb,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
54d2fd5689ac3255e8041c36b5fb333a3bd3f9b2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
5529f4aa579cccc9078f50ee65bee9f75caf5bec,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
5579c8733222689f36b41d31b76700ab4f4dd96e,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
562b04e742412e61bd4087a2a13734391a988a8f,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
56452dcbb28bcaaada2c96aaee646a1c27bc8230,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
56519b85c1d866375c15b227e3845a37a7036cbe,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
576a1fad919c5fd382c55b286ee251817bec5d53,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
57a86b3acd182c955877afd4792719a4e9a0ac32,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
57a9bfeac00b440a156ffa1f6ae21aca7152b22c,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
582505fda401e9da61e9632a110b2e57806d2e61,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
58fd342d5c70641bd4e72aa822f0e532c0127ca3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
598b8f280571ace476ad56a469e7959918fa7958,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
59e5392ae9728ae529623e00c6d2e411a931fffc,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
59ebacae3048d5db81d51968371b6350658e8b94,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
5aa0306fa361d31085f6df03d7e71307534b34c6,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
5b25c63b89586e93a09b5e213a20cfd9b0418b60,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
5b8a84f256f98e17d3eacb04c4189fda5ed2a0cf,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
5b9a15ad62b0e85fcb5012e7e08e5183b4da786b,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
5bbc428de7fc2f10c24d8439edda26d84b319687,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
5c5491d07d2c4e996988e591b870ed272d2f944e,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
5cd48b8ab4ef66ca582df97a293d22a5088fa568,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
5d62acbb74aea7559783bcf556ce7352b55ca03a,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
5da4b9c2f784cf953f0ddcb140d539540f5a650d,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
5de22810c166459e1cdc4f9dcd8976ecdbcbead8,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
5e80e58924fd2feae8218fc7c2c066e75cec0149,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
5f390d49e1013bb9d4e4e7ece57004c4538737c1,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
5f6a410a4ba086b296100a8a5a10df59eb337c90,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
5f72fd41d7ba8d4d7de7aa1f83fc5c90ffa50b03,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
5f7e6772c35ba7d67891202d43e0a43917f90971,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
5ff624ceab5ebf7212a67a7af7e2a66cbf02886e,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
6018e30feebebb4e6d9586aeb4d77b3ba4f81aad,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
60a7721ab454f05f6622087ecde3b186b505779f,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
60c409717bb1aec593d0411118e2975fb9b6139d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
6115e9fbaed5e154ff92cb8d02387fec72251dab,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
617a4f4e83c51956e4102b94f44ac68fc9a479bb,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
62219dc0553022e4faac2b1523e7e0a2d1eaec30,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
622580ea34c3acc011faa7573bc549e34078edde,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
625ebf6fb0e903bee91ebbbf16a9223e3cad7eca,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
62b978569b93bcbafae6ae2a082dc70b8c6abdf0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
6314173f28e5d581e1973a1688ccde9fcc33d94d,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
635cdc43f8eb2e49bc80f4d5eb406a4c6d7ce23e,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
6452c99a8ebbf1c66189bbb8d981aa4e106b55cd,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
64b95b0bd76c83bc56ae6e150c4aad0dd36437a2,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
655b175741b74ae8c98f93fd449c88a147bee96e,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
66d172659a7156097bd453af7028c06632c231a5,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
66f3b61dee5fb0898bad0667c35c210bdd020b9f,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
67ad221f50d67a02b89b0ea67da2a74d6d463d16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
68c0646cf7b5a4b4c73070ef309be011bc9845dc,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
69d49d60c6102d3803122c4c74dd034a29eeac9a,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
69eb6f3994e9038a39895bc685be0d3aac1c2746,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
6a2fd40c259a4f55396c82f5a2a7452ed3cf957c,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
6a3fa8ed278df0d05c5e009521de11c72308f60b,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
6a6f2e1a09c7bf12adb288a9adaa9925d158da5b,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
6ae20454d1a9f228864de24660c2460becbc8151,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
6b235789ef1785a5fbe39b0958ef4440eb482f54,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
6c8c1b3b2740db48366d400e1a120be896bd365e,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
6ccce7b6fb9a213959f56ae465bb75ad130d6c9a,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
6cefb291db795ee819d5069fbad1cdebb3563843,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
6cf87a546884756094da0d300e85a061c2cc43ea,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
6d3a152b0d6066f6575684cce29eab1a7ed84b5a,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
6d3b3f4ab80a61c45f82c61c6c756cfc6ddf4bf2,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
6ec1c2c2244a8d8f5959fad54ba3b7923e72e971,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
6f0c490d80ef3e7032010a057baa96d4d45ababc,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
6f72e16948d9d958c862b21f5b8ca4ce200cf11f,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
6fcf4019b0be24071210f97eda4baba53a6a79de,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
6ff336c5f099acbe84cf7cfe5f68bd5ba672d6b8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
700cf45c09aadb04452b78c19959218663960f98,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
70242f0f937a11c385935ef0242ab86b56dbcdad,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
706d6b6dd656819d7dd57a46a68e9a83ba9c7612,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
70945e1b77b2dd46582a7d73d30746432f209f0d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
70cc2e5152d3dc4d44494124ff556c9bbe9e6f41,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
711a278ba27cfbfa11c5585a117f63a464560de4,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
71b5efee7d4d7de8ed88da63c0fa12944a811dc4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7205bc9976156b4e663ca5cd151f69c67ad49f27,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
7207df5b61e93fa5a2b6e720c91aed05270e81be,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
7221cb14c12070a78e4ee5abe9484c40289fceea,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
727672b3e6896b8e140f263413f71b541a0fe3e6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
72e37ddb3310bf50385723819244148ab9a787f2,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
73243d95149d9f2260f3c852599d7d39f4cc8ccc,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0
73d931532f2713cfbd58e46de4874fb83ceb38eb,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
7417f8648801d0febf4227d4bb0c4c45483d3fbd,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
74339c753a0f2ad3b1e26afa83f5b3d801c4a338,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
743c5db7611d4af74204901e0ed3b6317a0bb3c4,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
74b00f19c3af87d1081644f02490ba250f57b7ca,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
74bee8bf3229f4c28991a7231c02d911d24770e9,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
754315299d847600d6c5d414665c728d40bf731d,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
75e68869f9b65bca661e768402395d9dede6de2c,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7698ec48a89a682cb52c066e293567fa3e83b7dd,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
76edb6d0bd7c47765d3a89032aa610f410506988,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
77b0c98d1a2ca46b219ad090074814c387c80d8f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
77ca3e5704b337097c2eacf39054697292986341,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
7817b03a433df4b3f93127feac4b0d8090c5b56c,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
78326020e9f7cd75415a3a192729ccf0c0930281,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7852aafdfb9e59e6af78a47af796325434f8922a,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
798a9a453732be004bdbbcd01e872abe0e3af90f,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
79a16a2933c876b782f48df91bc75b8f7db4e3cb,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
79d74f550f25e52d549aa795801c0d8eb8c46dac,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7a17b9b40b960c4b35b633afc63c27bb0d0e4d52,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7a4b1cbed36a78dd075a57d15e8bd672bfec33ea,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
7a8804b701a33bef70d4df637dcb844b9fcc729f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7ab746402189d8abc638ed8b61d88ee8fb1df7ac,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
7ae764cd3677f8144d0b9355498acfad50bc9c39,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
7b0510f8258fc50bcff6f0e1a66c54c04093f9d1,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
7b21130d26a97ff62ef1810505eb083ec77657f8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7c20da52ee97cc7d7b6d42501e295f96ffcfa85b,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
7cd5321d8b9deb046502c0f1ab1581e7200bc378,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
7cfaa2540d3c8eea0982b3b1147884f125f67ff2,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
7d59b9187e7e96661594c50c8a8c9eab6b1ba177,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
7d60943711fa959ec3b13f0838a1796b5685de9e,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
7db9b801730d8b60d1fc331ba3389460e9ea3794,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
7e268634e149ee8d09944c88d64ddf976c5eff20,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
7eac1efba5cc8ab47d3e9082835e3c76ec5d0ff6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
7ecc2bca3cfb5ebea94cd2601d6d3db60603452f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7f78538c7080b9a50f885e926634a77a72ab1241,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
7fb7c0c48b30e66dfaea5fdec16d999ed52d1ee0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
804a9591280b7f64fa79cd3e4a9358976b084ffb,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
80993091f576dc7fdbec10552b45b4af5eec2b8b,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
80ab1037161868297a622ae5e5e24a7f91d10bf5,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
81036c79c0579498f42690ccadc8405f150f6944,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
815745bf1b522d33fd7371cc9a6561a2a93ef87e,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
81c77f6ea4ad20908978c014fea0abb7d5c557aa,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
82722b89a6c49087f09c56d5d6b58e2bfe33bc7e,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
831a993761cc1711f1b5358e6dbad219b5d9fff9,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
836190d366ba8e34c3a5df8a24d17a36fd503505,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
8364aacca88ae35947f567530fa16a20c5a2939a,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
83ded158834351502d802279e29b00a98d7cd4e7,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
844fe2bd77662e149cfb3564d01aadb04cbd28e5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
849f38fd380726f9b8065a51c55e45ae7d0118cf,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
854e3c7cd6e602307ef25e827baaa5b45a6ddcd3,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
8575c06c64fdd0bb43efc46cd994f557698c755f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
85bcd7e3c58440cb61593f09e8cae72b2f951463,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
8678a3e464d19e1600aefa12181b5bd87822925a,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
8762adc9311e5803d1de438493772269acfe7fa3,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
877d2ecd8151d692763e6e4f2423846f17f877be,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
87a937ec2cd698b7d24ade1803a22852747ec8c7,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
87c582dc954f6bb05f5b8276f7385221cdcb8a91,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
88062d20d1ba791e426c3300fa16e595410706c2,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
882f40d2ce4eceeb438b59e25e2e023fb5e169ba,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
883a1d77c9f12040272838070dba7d0f947f9b92,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
8869bd83a3d8b813093f62f897c5478a96e311bf,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
8936f7734e68b14b079a2645b8df710c8958e943,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
894676819b105b56f30438858631fce2958592e0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
89eb2ddb11e00fa7652c170a84d919d2428d90f8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
8a1fde8c65e439496ac5810504de23ef77312f28,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
8aa021696a6accab9053f1d779eef6710439bfa5,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
8b4a52e7b0b63c560fa7856df220f40ded79b10f,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
8b88d01563538e4abd29c3ba493c534af30664cc,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
8b9992937c24368f15eb03e7009ba85beadab1e2,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
8bdb3b4c901d599b20118528573e28c0833dfcf0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
8c04d0f21f205b1813637225ca11b61ed11f1a49,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
8c210df7072bc88fa7d2da72b25c84430c16f5e8,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
8d882efc1f6cf141ce6b4283acd7f87b1b280313,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
8e05a65843f633ea885bab5d96548c07e4d81c7c,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
8e30d311467bd72abd1a319a9f841158b6b685fc,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
8eb99586e9103599ab2f58cc33ca94cd0b60ae53,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
8ecda545cc20407a108cb59018ec349541259da3,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
905603e9db862f9b4b42a95f51e9c8d0015d1dff,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
90706dd8b172f0aeb996ea828c356155c32e0682,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
90d04764b497a224a1d969f4e317fc19a5feab35,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
91098f6fe46a21565bf0cb06fe960cdb2c3f5e38,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
918a69132dead88bca9d30666a4eb1d3834206a6,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
91b6e6a867abca446f467eeadcdbbfda198af6a1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
91d5bd7d7d109d8f4ab66a54a4c6f9f5369fb19b,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
9267b60cb1ef8cf0cff3abb351e73dac5d7d7dea,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
9268a0879e3a959797721fffb84e0cb7387d8dcb,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
9275fca658701f7e6af4f0514ca2a95f3fd2c5cd,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
92911175d25c9f4bce7ace3050a4ddea1f5105eb,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
92d063103268eb724b123f3b67de3903a8379b48,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
931fd6847689ae16129aa6b52df3ee368354cbc7,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
93fa673da48e258db5dc4560b84b8291e3a26b8c,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
945b14460fc5e5d75092e4dd06bb09be03f10118,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
94dd454a02cb13481f099002f164e1b4f1590cd7,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
958771fddf16278b5aaed7ed850861ba860dbcfa,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
95b345d0ee986e0a453ff9ea8fcae725ada238ca,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
95d9bac431797e2cf8b7294a648ceec3bd50c84b,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
96250a5e9ece21b2415b83d6756a3fcd07123ee7,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
97ebcdaaa4b9dd8f174eb3aa4137231b5af413fb,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
985a0071613514c5f07592dc4d94d8916c2052d0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
9867fe1531c1541ca2b25a82d7adb62d575798be,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
9896bc65559e6406d0d3cb35e9b01b953d61959d,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
99667e42abcab43a18c22be949ee54fb1822f34e,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
99bbd2818ef25a650c7057841b9679208fa1fdf1,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
9a077c5ff1dcbb9104feeaa832e73ccdcf5fdcc9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
9a2c1193b96d3e54da56f17d1060e236df5b0e38,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
9a31e63c4ec26320695ef383dfd8c772d6afc92b,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
9b0c87f808b1b66f2937d7a7acb524a756b6113b,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
9b3fb51cba915599c26a36e0d22b211730a525cf,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
9bfe62e7518a5ca9952dac249961763cd167523f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
9c000d1b3d5634fe301686f8e1ee4d16524303ca,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
9c33486a49de4aea64ce61c0a2c21a88c316b6a8,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
9c4763867865441a32c3dba00e6ae4da64d417a6,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
9c5cd8e866b0bbec819ac143d39e19b04416cf10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
