Assignee,cord_uid,sha,title,url,Computational,Experimental - in vitro,Experimental - in vivo,Systematic review and/or meta-analysis,Clinical-interventional,Clinical-interventional,Clinical-observational,Clinical-observational,Systematic review and/or meta-analysis,Review,Other,,
,uu53dfo6,9fb5556c3b5fdb3bff762a42f16c21a7fa65d801,MMP-independent role of TIMP-1 at the blood brain barrier during viral encephalomyelitis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840398/,,,1,,,,,,,,,,1
,40tq0fa7,ee3d688735c03aba17e1c96d1551b9a7100c17dd; e16c0d9bb90fc238cf84b89b778918e0691523dc,Monoclonal antibody-based therapies for microbial diseases,https://doi.org/10.1016/j.vaccine.2009.09.105,,,,,,,,,,1,1,,
,rmv3y6w7,ff9d9713206da30022af4f9095058368eeb1f3f8,"A New Decade of Veterinary Research: Societal Relevance, Global Collaboration, and Translational Medicine",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4672166/,,,,,,,,,,1,1,,
,tcgnnggb,cdcb57ca4a03749e961145c638a2ba30aea8a1d8,Experimental infection of dogs (Canis familiaris) with sporulated oocysts of Neospora caninum,https://doi.org/10.1016/j.vetpar.2010.10.047,,,1,,,,,,,,,,1
,ay4cnzn5,c72a555e1459d363c516a2ad08c3f139ef6c9bea,Broad-spectrum antivirals for the emerging Middle East respiratory syndrome coronavirus,https://doi.org/10.1016/j.jinf.2013.09.029,,1,,,,,,,,,,,1
,l7p84aur,567df981e7d9480d5147b6f5167bcffa3b1a4f04,Predicting helix orientation for coiled-coil dimers,http://europepmc.org/articles/pmc2562949?pdf=render,,1,,,,,,,,,,,1
,4quslil0,4fce2cc8270c75b0db8e7679d63b40abc5470f6b,18β-glycyrrhetinic acid inhibits rotavirus replication in culture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3478227/,,1,,,,,,,,,,,1
,ppjohov8,be50be9fe37a15ce24c1530cb2097b803dcde390,Cis-acting Regulatory Elements in the Potato Virus X 3′ Non-translated Region Differentially Affect Minus-strand and Plus-strand RNA Accumulation,https://doi.org/10.1016/s0022-2836(02)01369-4,,1,,,,,,,,,,,1
,3zq9i9h9,265c07c54d06d2c64a413f5b8a8a27ec5c3892cd,Emerging waterborne pathogens: can we kill them all?,https://doi.org/10.1016/j.copbio.2004.04.010,,,,,,,,,,1,1,,
,rlpzejjt,148b47504613ad536de7ad3c642157c4a70d9d9e,The spike glycoprotein of the new coronavirus 2019-nCoV contains a furin-like cleavage site absent in CoV of the same clade,https://doi.org/10.1016/j.antiviral.2020.104742,,,,,,,,,,,1,Purely Computational model,1
,7lffzacl,294ee0a44d0e64576953670694eeff035969506f,Section 3 Clinical Signs,https://doi.org/10.1016/b0-72-160138-3/50004-7,,,,,,,,,,,1,Book Chapter,1
,8i5okszf,1c83c94fe6d2c6af6cb07d183cc5a53d925590e7,Mapping a Neutralizing Epitope on the SARS Coronavirus Spike Protein: Computational Prediction Based on Affinity-selected Peptides,https://doi.org/10.1016/j.jmb.2006.03.008,,1,,,,,,,,,,,1
,50k0fgqx,d6c20ed949cb8f78cf2c780ec747a60be3ad2aed,Persistence and Evolution of Feline Coronavirus in a Closed Cat-Breeding Colony,https://doi.org/10.1006/viro.1997.8663,,,1,,,,,,,,,,1
,5nyf9glu,ab221d44b880db2df00d4ee86130efdd72433a88,Keeping parasitology under the One Health umbrella,https://doi.org/10.1016/j.pt.2014.06.002,,,,,,,,,,,1,Expert opinion,1
,zq9o66i4,39d94b291715335c79664305706e67a752304121,"Outcome Risk Factors during Respiratory Infections in a Paediatric Ward in Antananarivo, Madagascar 2010–2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3771918/,,,,,,,,1,,,,,1
,h55p4yc3,d2d95788c3cd662cef7efad97646e0a9d2b3e47a; 63f217fcfcfa2946363e2ddb52fc7acaae72b466,Progress and challenges in maternal health in western China: a Countdown to 2015 national case study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5387688/,,,,1,,,,,,,,,1
,26wvtnvd,71a82ecd1070ef91422c1ed772c73ad189ea4c0e,De-Novo Transcriptome Sequencing of a Normalized cDNA Pool from Influenza Infected Ferrets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350496/,,,1,,,,,,,,,,1
,qwr6nfi1,f54b1d2032db8537d80fc36e29bc6fcdfb878435,Characterization of Monoclonal Antibodies against HA Protein of H1N1 Swine Influenza Virus and Protective Efficacy against H1 Viruses in Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580466/,,,1,,,,,,,,,,1
,a42b8s5i,fb6934d6de5da44d334a64b08f3ff3fb461f1297; 864aae86243c04c5cec3dff93a6d51d29a43da94,Comparing the outcomes of different postgraduate year training programs in Taiwan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6138378/,,,,,,,1,,,,,,1
,g4s0v8ra,9ebccc51067285d17238a5368c3c4400ee4da473,"Cloning, expression and characterization of biologically active feline tumour necrosis factor-α",https://doi.org/10.1016/0165-2427(94)05345-s,,,1,,,,,,,,,,1
,j4vylbhy,e44994e2cd18d08c430303db2085c64634969fb5,The role of law in pandemic influenza preparedness in Europe,https://doi.org/10.1016/j.puhe.2009.01.002,,,,,,,,,,,1,Expert opinion,1
,ifnk0lz8,e5916f020de2657de5965127fca8cbe33b5fa376,Latent viral infections of the nervous system: Role of the host immune response,https://doi.org/10.1016/j.neurol.2009.09.010,,,,,,,,,,,1,Expert opinion; Some paragraphs in French,1
,jngto9kv,31105078a2953217223699d09c6a80d0f5edfdf6,Infecciones virales graves en pacientes inmunocompetentes,https://doi.org/10.1016/j.medin.2011.01.001,,,,,,,,,,1,1,,
,3fhgyla1,f27197ecb37633ce44ca72155bef2ab04a3a171a,"Stem Cells, Cell Therapies, and Bioengineering in Lung Biology and Diseases. Comprehensive Review of the Recent Literature 2010–2012",http://europepmc.org/articles/pmc3960908?pdf=render,,,,,,,,,,1,1,,
,1jvtb81p,2e365ec7967b27ce1f30537dc4e641fcdd5794ef,The current status of viral immunology,https://doi.org/10.1016/0167-5699(93)90229-e,,,,,,,,,,,1,Meeting summary,1
,8mvsqh6t,121638b718d18f7bb5086223540f74cf61e49800,Severe community-acquired adenovirus pneumonia in an immunocompetent 44-year-old woman: a case report and review of the literature,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3148995/,,,,,,,,1,,,,"Mostly a case report, becomes a non-systematic review near the end",1
,lqroorsh,a3718ef8f5fc2e8b32992c568bc66646a870656c,Emergence of human caliciviruses among diarrhea cases in southwest China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5035476/,,,,,,,,1,,,,,1
,kmf2a154,db7fb0e6e994d530b7015c3ff0008b104fee4d41; 0d226737df92b7463da22ce9285c51c69b40d1e4,Specific elevation of DcR3 in sera of sepsis patients and its potential role as a clinically important biomarker of sepsis,https://doi.org/10.1016/j.diagmicrobio.2012.04.008,,,,,,,,1,,,,,1
,uy0t5psa,bcbf68ebc83c099903e1ba7efece39405fd771ae,Seroprevalence and risk factors for infection with equine coronavirus in healthy horses in the USA,https://doi.org/10.1016/j.tvjl.2017.01.007,,,1,,,,,,,,,,1
,hwt1foyu,ce0f694c2a6f8568c566118e14bef4c1898957f6,Acylation of virol. spike glycoproteins: A feature of enveloped RNA viruses,https://doi.org/10.1016/0042-6822(82)90424-x,,1,,,,,,,,,,,1
Lolita Golemi,pg4tsr33,961cd03c4d6099c12fcb85e97ffc517b65dc4048; aa4f0d343cad8a2d7a79b6ed7ad07b70b56db70c,Infectious Causes of Necrotizing Enterocolitis,https://doi.org/10.1016/j.clp.2014.10.012,,,,,,,,,,1,,non-systematic review,1
,l60snfap,7e7c6670854897412ce9930eefc95f348ae432a2,A Scenario-Based Evaluation of the Middle East Respiratory Syndrome Coronavirus and the Hajj,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4238841/,1,,,,,,,,,,,mathematical model,1
,3utk3k6z,1a3090ed02d858bd208be9cfdb17d7a497fc35ee,Safety and efficacy of an infectious bronchitis virus used for chicken embryo vaccination,https://doi.org/10.1016/j.vaccine.2006.06.040,,,1,,,,,,,,,"non human, in ovo ",1
,jyq88sdp,72b6c0b2359a52eee1c3cd460fc68a799bac62b1,Web services in the life sciences,https://doi.org/10.1016/s1359-6446(05)03481-1,,,,,,,,,,1,,overview of technology,1
,33h22ikl,ed94f0bd0fe17c099f8cdff4bf9edbbd29ebf41f,Structural basis of development of multi-epitope vaccine against Middle East respiratory syndrome using in silico approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6254671/,1,,,,,,,,,,,,1
,aywdmj6o,cf2b21513ebe7ddeb39e48f09f3f3e6bc47b117e,Identification of residues on human receptor DPP4 critical for MERS-CoV binding and entry,https://doi.org/10.1016/j.virol.2014.10.006,,1,,,,,,,,,,,
,tu50ab1b,2911b1cc77f7c2bf1f8743673d3d2df7d7993aee,The Functional Roles of the Cis-acting Elements in Bamboo mosaic virus RNA Genome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5390519/,,1,,,,,,,,,,,1
,0jnnq7cd,337516e4a4f583c010134c5d9846c91c7104431e,"TYPE I INTERFERON SIGNALS CONTROL THEILER’S VIRUS INFECTION SITE, CELLULAR INFILTRATION AND T CELL STIMULATION IN THE CNS",http://europepmc.org/articles/pmc2937062?pdf=render,,,1,,,,,,,,,,1
,2lrq18w4,6448c25b3a8d2f818f50dbc0f3aa59d7d4ce32a1,"Pediatric Ear, Nose, and Throat Emergencies",https://doi.org/10.1016/j.pcl.2005.10.002,,,,,,,,,,1,,Guideline review,1
,qm8kalyt,ba2d3601f5ae3bb5964c8515431abe352bad9437,"The association between temperature, rainfall and humidity with common climate-sensitive infectious diseases in Bangladesh",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013221/,,,,,,,,,,,1,Observational ,1
,klf7v79l,452c0ba8548922ae8f5546db40afabf21342939f,Chromosome Mapping of Connective Tissue Protein Genes,https://doi.org/10.1016/b978-0-12-363709-3.50009-7,,1,,,,,,,,,,,1
,jsxqv90f,a11d517c9cdd68c3671429751ed8420fb9fc1485,Galloyl-Hexahydroxydiphenoyl (HHDP)-Glucose Isolated From Punica granatum L. Leaves Protects Against Lipopolysaccharide (LPS)-Induced Acute Lung Injury in BALB/c Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710369/,,,1,,,,,,,,,,1
,d7lvxtxy,53633e0dad6b1d750f45e9ff280c78075267f731; 7e6a3be51808891b99a73f57faaa454670055e45,Epidemic Models of Contact Tracing: Systematic Review of Transmission Studies of Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6376160/,,,,1,,,,,,,,unclear if non RCT studies were included as well ,1
,5e8g71s1,397ee54a9a622008378c0a36ed9a2ebeb0bbd3c7,Avian influenza and the threat of the next human pandemic,https://doi.org/10.1016/s0195-6701(07)60006-1,,,,,,,,,,1,,non-systemic review,1
,pnnk8wef,c7c433fac9d0b4f7c1e828aa9d5fb79afb8e6d38,Chapter 21 Testing of Adenoviral Vector Gene Transfer Products FDA Expectations,https://doi.org/10.1016/b978-012199504-1/50022-5,,,,,,,,,,,1,Book chapter,1
,1528f0f0,1ac070de6fe30924deb4ea2b0b8259884bde7121,Relationship Between Clinical Features and Computed Tomographic Findings in Hospitalized Adult Patients With Community-Acquired Pneumonia,https://doi.org/10.1016/j.amjms.2018.03.024,,,,,,,1,,,,,,1
,25t4p4n8,045e3571c820280e2d7b89537c1cd78ece60ab7b,Rapid response to an emerging infectious disease – Lessons learned from development of a synthetic DNA vaccine targeting Zika virus,https://doi.org/10.1016/j.micinf.2018.03.001,,,,,,,,,,1,,includes non-human studies as well ,1
,0nrkugxs,751163b36576e3b25e90b10c33528efc89204313,SMS-based smartphone application for disease surveillance has doubled completeness and timeliness in a limited-resource setting – evaluation of a 15-week pilot program in Central African Republic (CAR),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6199707/,,,,,,,1,,,,,,1
,icj8srdf,83e5553035f500f4bcc4aeeaa41aa74ebf578567,A Single-Center Study of Viral Respiratory Tract Infections in Hospitalized Children From the Kurdistan Region of Iraq,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6042015/,,,,,,,,1,,,,,1
,c8b6plz2,c74b16c930c38fdedabd3ab5fb0f11d2f7bc57da,Dynamic changes of lymphocyte counts in adult patients with severe pandemic H1N1 influenza A,https://doi.org/10.1016/j.jiph.2019.05.017,,,,,,,,1,,,,,1
,95i2muib,217893792319e75e98435189a26abef4892faac0,Elevated interleukin 6 activity in aqueous humor of cats with uveitis,https://doi.org/10.1016/s0165-2427(96)05766-2,,,1,,,,,,,,,,1
,7900h4gn,db6d281e44875a2e00a93bcdd68a47307a6ecc31,Characterization of a coronavirus II. Glycoproteins of the viral envelope: Tryptic peptide analysis,https://doi.org/10.1016/0042-6822(77)90489-5,,1,,,,,,,,,,,1
,nm30wct0,1eef10e356884a9f63b17f13df74ac185700ab06,What can health care professionals in the United Kingdom learn from Malawi?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2666626/,,,,,,,,,,,1, commentary ,1
,8bb572gj,39b3919c4bbbb0eeb42378fa137b5764b9a9121f,Chapter 24 Emerging Viruses Their Diseases and Identification,https://doi.org/10.1016/b978-012200741-5/50026-x,,,,,,,,,,,1,Book chapter,1
,icp9d998,8c640872048570b0a671ec08c83ef6cbebcdd78e,Selection of a set of reliable reference genes for quantitative real-time PCR in normal equine skin and in equine sarcoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1484482/,,1,,,,,,,,,,,1
,06hs9pit,13f5fe81e7b9fe7f66655f0a2d5fb1ce6b43bf7f,Cyclodextrins in non-viral gene delivery,https://doi.org/10.1016/j.biomaterials.2013.09.061,,1,,,,,,,,,,,1
,o4pofqod,17c30925f6e62319c5049126e8fddbc1410e9983,Distinct molecular mechanisms for protein sorting within immature secretory granules of pancreatic beta-cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2120086/,,,1,,,,,,,,,,1
,l4izhkyn,a4f0fa483a7a52721e6545960aac2145df764d62,Severe human infection with a novel avian-origin influenza A(H7N4) virus,https://doi.org/10.1016/j.scib.2018.07.003,,,,,,,,1,,,,,1
,6pgzlr8k,c61cf85c5ba46468b0b33dfcc5ecff11026aba9b,Transmission maternofœtale des coronavirus humains. Étude prospective pilote,https://doi.org/10.1016/j.patbio.2007.07.013,,,,,,,,,,,1,Article not in English ,1
,jgq3dz3u,4cde409a3e25d5ccf82eff78c9c76748adc41643,Prospective evaluation of diagnostic tools for respiratory viruses in children and adults,https://doi.org/10.1016/j.jviromet.2019.01.006,,1,,,,,,,,,,,1
,7vlhs8ea,db71883643ea4dbc79a8f3e5248811d9c3385c3e,Static DNA Nanostructures For Cancer Theranostics: Recent Progress In Design And Applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6800557/,1,,,,,,,,,,,,1
,visvv73i,e2cef67ca136f4b301736031caac1aa1085abcb6,The Safety of an Adjuvanted Autologous Cancer Vaccine Platform in Canine Cancer Patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6313922/,,,1,,,,,,,,,,1
,rfs7m6or,02450c2c82a1511cb5e1639d3b8438f69bbe11f0,GRASP depletion–mediated Golgi destruction decreases cell adhesion and migration via the reduction of α5β1 integrin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6589770/,,1,,,,,,,,,,,1
,yta66cyc,3faac2ac5b5f0e8377c05474b446ec5ec5e49242,Duration of Rhinovirus Shedding in the Upper Respiratory Tract in the First Year of Life,http://europepmc.org/articles/pmc4243071?pdf=render,,,,,,,,1,,,,,1
,tn12qqg9,7e5895cf23d87d2246903fc27c53130ab5b4d9e4,"Effects of School Closures, 2008 Winter Influenza Season, Hong Kong",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2609897/,,,,,,,1,,,,,,1
,sepepxym,64a8acffa6d04e55af393edb00d723d1e8bcf1ca,Chapter 1 Rabbit Basic Science,https://doi.org/10.1016/b978-0-7020-4979-8.00001-7,,,,,,,,,,,1,Book chapter,1
,borka6sq,e398a3cd7f7d75bc06f0f15103309511299bb653,Assessing the use of mobile phone data to describe recurrent mobility patterns in spatial epidemic models,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5451791/,,,,,,,1,,,,,,1
,jh3lb6po,1c91f0c34fbc90056aea02c74a18a938a0af2cbc,What is the best control strategy for multiple infectious disease outbreaks?,http://europepmc.org/articles/pmc2093965?pdf=render,1,,,,,,,,,,,mathematical model ,1
,l16ef3ch,998e6e97de25b5cff23690d00a29004f11a67d2f,Assessment of Healthcare Worker Protocol Deviations and Self-Contamination During Personal Protective Equipment Donning and Doffing,https://digitalcommons.wustl.edu/cgi/viewcontent.cgi?article=7107&context=open_access_pubs,,,,,,1,,,,,,,1
,71mbwaym,46c2b3f4e85af8b1e30ac3c5be7b72a1412eec46,"Disaster preparedness for earthquakes in hemodialysis units in Gyeongju and Pohang, South Korea",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6481979/,,,,,,,,,,1,,,1
,s61buaze,1cb52c44689f95bc94feddd1b17aca005cbae7b6,A newly established bovine intestinal epithelial cell line is effective for in vitro screening of potential antiviral immunobiotic microorganisms for cattle,https://doi.org/10.1016/j.rvsc.2011.10.002,,1,,,,,,,,,,,1
,qw2tsrxm,73d80c8f5780d70bd8d343188c56e898e91557b6,Ca2+ ions promote fusion of Middle East Respiratory Syndrome coronavirus with host cells and increase infectivity,https://doi.org/10.1101/2019.12.18.881391,,1,,,,,,,,,,,1
,6egc9led,03c48d9cb93c2ea10af33a19d217fd81ccb279b6,Peptide microarrays with site-specifically immobilized synthetic peptides for antibody diagnostics,https://doi.org/10.1016/j.snb.2005.07.033,,1,,,,,,,,,,,1
,rbhr1qso,cb04b7111c59c623bd68cf0441f18ccfcddb5b40,Kinome-Wide RNA Interference Screening Identifies Mitogen-Activated Protein Kinases and Phosphatidylinositol Metabolism as Key Factors for Rabies Virus Infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6531879/,,1,,,,,,,,,,,1
,6oca1mrm,f595066c0454a407001920c8baf1edb260e9bb9d,RPiRLS: Quantitative Predictions of RNA Interacting with Any Protein of Known Sequence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6017498/,1,,,,,,,,,,,,1
,rhji4io9,42c6dba50d91c61087f1f89b3cab0049a64cc811,The effects of interferon-γ on the central nervous system,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091409/,,,,,,,,,,1,,It included human and non-human studies. Not very clear if they were all RCTs or not,1
,s5wr5uzc,bf94cfddf0f6ea866956f6440a6b0bf4b4caee8b,Chapter 58 Pulmonary Complications of Hematopoietic Stem Cell Transplantation,https://doi.org/10.1016/b978-032304825-5.10058-3,,,,,,,,,,,1,book chapter,1
,j5zlismf,703f86c62ceb141bb69656ce5d3ae330d0969976,BCX4430 – A broad-spectrum antiviral adenosine nucleoside analog under development for the treatment of Ebola virus disease,https://doi.org/10.1016/j.jiph.2016.04.002,,,1,,,,,,,,,,1
,8chd6d07,ede51c40779bf3e37fc17c053472f68e557dcdfe,Health Care–Associated Infections (HAIs),https://doi.org/10.1016/j.jen.2015.01.006,,,,,,,,,,,1,editorial ,1
,u1e4e8d8,0293ec2b1cf8097392297cffd06854d2f37348f4,"Rapid detection of respiratory organisms with FilmArray respiratory panel and its impact on clinical decisions in Shanghai, China, 2016‐2018",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7040966/,,,,,,1,,,,,,,1
Alexandra Feldner,gk84fnb9,f81a5f06d5cbc6998bddce29a3eb508d8ceb83f7,Angiotensin-converting enzyme 2 is reduced in Alzheimer’s disease in association with increasing amyloid-β and tau pathology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5123239/,,,,,,,1,,,,,,1
,fpbv0yzp,5e4242495a8915c3350af20f68e9d3b691b27075,Longitudinal serological and virological study on porcine torovirus (PToV) in piglets from Spanish farms,https://doi.org/10.1016/j.vetmic.2010.05.023,,1,,,,,,,,,,,1
,45rhlb8k,21a63ed009a159f73ddefe1a97dcbd169272362b,Understanding the accessory viral proteins unique to the severe acute respiratory syndrome (SARS) coronavirus,https://doi.org/10.1016/j.antiviral.2006.05.010,,,,,,,,,,1,,non-systematic review,1
,56ocrlfl,7c4421b06ef3355f40059a452985306da5e5a66f,Analysis of the spleen proteome of chickens infected with reticuloendotheliosis virus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5387025/,,1,1,,,,,,,,,,
,jexxd6jl,0d4a062171d267be7be373b46e84437e8ba18e3a; d733c0afa475ed9c4f57c2540c0353d36cbc58e3; 8f05419fedcefa7d7f276b4ddebe1ad2fb363257,Complexity and Diversity of the Mammalian Sialome Revealed by Nidovirus Virolectins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5292239/,,1,,,,,,,,,,,1
,hscgmis5,b294375c51953d106bead1dd39809747c9f46466,Mechanisms of Severe Acute Respiratory Syndrome Coronavirus-Induced Acute Lung Injury,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747576/,1,,,,,,,,,,,,1
,1gqqz9ta,a5cde3c2a8301138acaf2a748fb56c7a62096888,Conformational Maturation and Post-ER Multisubunit Assembly of Gap Junction Proteins,http://europepmc.org/articles/pmc2675624?pdf=render,,1,,,,,,,,,,,1
,8joudz3f,8e15c84010f5ea9e602ae6e51f9ac12ee754a9c9,Ebola Policies That Hinder Epidemic Response by Limiting Scientific Discourse,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4347321/,,,,,,,,,,,1,commentary,1
,ub5l8hfu,03afd58d8d29e1c6d008e06e38553079bbdc4d02,ONTOGENY OF MACROPHAGE RESISTANCE TO MOUSE HEPATITIS IN VIVO AND IN VITRO,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2138373/,,1,1,,,,,,,,,,
,x02zp349,396a42500c39667896d3e7b918422af5854d7439,Multiplex Platforms for the Identification of Respiratory Pathogens: Are They Useful in Pediatric Clinical Practice?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6593267/,,,,,,,,,,,1,commentary,1
,qb8nxl56,cf6f9b9df745bcf3f8857dc2322c7ae7803b09ef,"Serviceberry, a berry fruit with growing interest of industry: Physicochemical and quali-quantitative health-related compound characterisation",https://doi.org/10.1016/j.jff.2016.07.014,,1,,,,,,,,,,,1
,al8irm9i,3e339ee119ba0065cad4c40897cd1bc9dd0f118a,Interactions of SARS Coronavirus Nucleocapsid Protein with the host cell proteasome subunit p42,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2894783/,,1,,,,,,,,,,,1
,gm2g36hc,fe14106f9f3d2b3b6d8ea619cfcc4363148dc84b,Immune response development after vaccination of 1-day-old naïve pigs with a Porcine Reproductive and Respiratory Syndrome 1-based modified live virus vaccine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359793/,,1,1,,,,,,,,,,
,7xj27r98,a88f5018666185094c4489ecf577251a68940be0,Optimization of extraction and PCR amplification of RNA extracts from paraffin-embedded tissue in different fixatives,https://doi.org/10.1016/0166-0934(93)90076-4,,1,,,,,,,,,,,1
,cy79dw4s,098bfc9cb0c6f267040d43a15c0fa43fd7df0329,Results of magnetic resonance imaging in 14 cats with meningoencephalitis,https://doi.org/10.1016/j.jfms.2006.09.001,,1,,,,,,,,,,,1
,0cehgc34,438f183a49a1c6cc580a3edea609bebeb2af0e9f,Efficacy and gastrointestinal risk of aspirin used for the treatment of pain and cold,https://doi.org/10.1016/j.bpg.2012.01.008,,,,1,,,,,,1,,,
,mzyfnv4w,f7eac9466807a50cfa24455c4a8b79bbf8c3510a,Conflict and Emerging Infectious Diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3375795/,,,,,,,,,,,1,letter/commentary,1
,91730ype,33b7e70963da44560d591fe14ee732ef166508cf,Mucosal immunity: The immunology of breast milk,https://doi.org/10.1016/0091-6749(87)90041-8,,,,,,,,,,1,,review article,1
,aii0tj9x,9a2d1f58ced87c9b3198a269b2d1f4ec52019b0d,"Prevalence, codetection and seasonal distribution of upper airway viruses and bacteria in children with acute respiratory illnesses with cough as a symptom",https://doi.org/10.1016/j.cmi.2016.02.004,,,,,,,1,,,,,,1
,mszzo4o4,89dc30e7b46b476142978f461feb4ecca1bf89b7,Listeriolysin O Is Necessary and Sufficient to Induce Autophagy during Listeria monocytogenes Infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2797616/,,1,,,,,,,,,,,1
,nw3tybw9,53cee6ab40cabc83c6a1d71faf668e95d823c33f,A new method to cluster DNA sequences using Fourier power spectrum,https://doi.org/10.1016/j.jtbi.2015.02.026,1,,,,,,,,,,,,1
,xy8wbmzf,57eb57853f082c4b343cb136c248c9b14f5e632c,Broadly resistant HIV-1 against CD4-binding site neutralizing antibodies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6592578/,,1,,,,,,,,,,,1
,a05ev6dx,6ab55fd404dc1987435bb3fd1b1a7d02c0951f08,Neonatal Genetic Delivery of Anti-Respiratory Syncytial Virus (RSV) Antibody by Non-Human Primate-Based Adenoviral Vector to Provide Protection against RSV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6466083/,,1,1,,,,,,,,,,
,lxev1y1z,85c624c0a20d8ed83f850072ce1e4bfdc197dedc,Psychosocial Impact of SARS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3323309/,,,,,,,,,,,1,letter to the editor,1
,nazekxla,2eab2fbd24dc5f5d44edbb5a925570e4dca3a342,Hematogenous infection of Sprague-Dawley rats with Mycoplasma pulmonis: development of a model for maternal and fetal infection,https://doi.org/10.1016/j.ajog.2007.09.042,,1,1,,,,,,,,,,
,yva87e77,7a542b17a85a44c1136d5a6b5c86182a8e797ef5,Effect of Soy Protein on Calves’ Intestinal Absorptive Ability and Morphology Determined by Scanning Electron Microscopy,https://doi.org/10.3168/jds.s0022-0302(82)82445-4,,,1,,,,,,,,,,1
,61d2q3tq,32e9da5d0766c5b192ba52080d05a9d91edf74eb,Genome Sequence of a Bovine Rhinitis B Virus Identified in Cattle in Sweden,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5427196/,,1,,,,,,,,,,,1
,avdp8gnt,ec0a48de352326aecc319e76ea1f47b989ffcd8f,Inducibility of Ia antigen on astrocytes by murine coronavirus JHM is rat strain dependent,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2188644/,,1,,,,,,,,,,,1
,ip0fxvhp,e6c4b7349bd9542b2aa4a58acc26c5a6adaf4ba0,On computational approaches for size-and-shape distributions from sedimentation velocity analytical ultracentrifugation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2892069/,1,,,,,,,,,,,,1
,jzansbli,08b862f9103eb1590d60bd0312f750729b3f2c7d,Bacteremia in Children Hospitalized with Respiratory Syncytial Virus Infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4752219/,,,,,,,1,,,,,,1
,uhqadqnk,8e452d0d623697e808618f604951838fcfe3dd40,"Avian influenza virus, Streptococcus suis serotype 2, severe acute respiratory syndrome-coronavirus and beyond: molecular epidemiology, ecology and the situation in China",https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0093,,,,,,,,,,1,,review/summary,1
,9p2n8tjx,2f464f69ee34fff67b35b41170660a4e3dac0654,A review of Phase I trials of Ebola virus vaccines: what can we learn from the race to develop novel vaccines?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5394635/,,,,1,,,,,,1,,,
,b92yyzrc,2864760723e8f634a8cae53a6fbf48b74089103f,Chapter 33 Noninvasive Mechanical Ventilation,https://doi.org/10.1016/b978-1-4557-0792-8.00033-7,,,,,,,,,,,1,book chapter,1
