paper_id,sha,Study Type,Computational,Experimental - in vitro,Experimental - in vivo,Clinical-interventional,Clinical-observational,Systematic review and/or meta-analysis,Review
vdxukflz,7636da046a6bdf1033f9078671187e65e0e231d9,['cross-sectional'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
9eeyzxir,7a11ebc3954fa5d2d95ad487b8540bc73feb68f1,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ib0n0yu,0adf2e22eefb4ea5e395462e2bc6713b43fd320c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
8iuc5dan,a3ff62cdc7cd33bb6618950b28fe649bf95ef6de,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
g7pigmgc,1387d2e5adf8caf55ddeda9332c1fb5e4cb812b6; ab3ca6fbc4c98bcb43fdb05ca92ed5bee232f9fe,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
g7vihphf,04299cd1ecb45c984de64da12daf3ccc1fe2abe2,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qtfdtfq4,a52fd1386e8a463e46bde0e66125bfd826a64f56,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6cpctjqw,17334b138ba80214847f144ebc57ce27ff9c23cf,['review'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
wmhdw1qs,913e8bcf134a8415f7aa9d3285e15e1425a60d26,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
e1549viz,46605a285131acb104ba6ed5a7b15a23839bdb49,['survey'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
w4puwpat,e3fe1b272c977754c55719ab93e90ecb0b9472d5,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
vj3wk150,5fc3eedb09f3b7624fec7d2b9afedfffbab47a21,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
669k72bv,467143e07e3d6ec8a0617a5bdee446ab2c63581c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
w646qkjz,9b5d40c82f807736a65c47b53824f36e220ef9d0,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
6upti3bg,81d66de97e0d60ca4e91efa3aa95f684b914a865; b8797e77d9c91dd2cab19ba2e67cf32b6dd97bf6,['review'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
a3nzj6yh,0dc8d11784da63b899dbb2b404be4efd330e4ac3,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ggtxuulg,48bd5f768f3464ac253a120d2eddeb89c323f324,"['survey', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpcb2vy4,2891c813ce4dd156d5f56736db5a10a2065c9167,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ov3bv7qo,0c3068b22cb2cb50114316f9fed2738a943d2435,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
4q5ttptg,c8f60c136e1ace8011a2ee3844510d862ff9053a; 3c20c596797997337c0e8ed472cf7847dc467c65,"['review', 'time series']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
mkz7z38o,82bf46aebd99e6e67368b9c789d01e561ed147af,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cp6he5mc,8cfec61753b072e72aa52b6c48a77e68133b3f18,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4oqqchsm,237cdea88e640a5848e7abb82992894618315d63; 31cc00c5c0a5298a2e22068195971a9e5f3a4fe4,"['review', 'meta-analysis', 'pooled analysis']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
0s8huajd,0cec675c685c32258b42e915ab84a45851b6dd26,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4dfbg0j0,4a3488d39e79ef48c40824d5f898f73cea0fe702; 14ed095effb9d16007128bba66fe0be1c65663c3,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqhgmqrg,693a04c2c05485c6f19c6fc281ebf65dc4fe06dc,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
e3xofc5g,cc4ee2499ad533a2201243233dfbd178aa3b7185,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
33agf2j4,e54d7c030edf8736b345a53ad17f7a7b00a74912,['review'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
yieb3xxh,4ed809f5b348f735454271411a4bef01bfad0734,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
yaqioaa5,9c159594c91b5f2608137dd010930f11a9baf209,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
sykdu1mx,c45763bd83a192ce8ead3a628b11dd71b6e9c08a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
xs6qigg4,4aa6c6d082407bee2de3cfdc3a8a11a229904fda,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
g2a2k73o,cd492bb5d19539c9666aaa080e941f1e6e35f923,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ya81rc2n,0022796bb2112abd2e6423ba2d57751db06049fb,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2z1shejg,6d1b4e1200c1da4dff5048bdff36805e28511154,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fmbe52ue,9574215db9b33b5a09628c58401bb06f0433e5c8,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
xx6imhzb,fd23dc1e8db2de0724d76fdadf0fd2f675be960e,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
aty0vrat,8befe1b5905e502b127ae478f3b9de1d6e25e317,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f60q9wc,b07bcd8179099f8a5e49b8a7a2530590da99403b,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
86usn5kp,06624de6d8b09e5db9ba01c4cc721583331a40b5,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
m8rudcu5,b89434ac6bfe4104f4c207a770a6858413e383cd,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
zq51hpjs,206231b403edaaa8ff0fd1a23ca2428dd261507b,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
0w3rroir,de02275827ee3b513a51e620b7f040a6ee959d0b,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
tlfzjmju,f6e7d1aaef6479469705a2ae0ea9a5e5a5e18abf,"['review', 'experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gsnjlhjd,6ad4ebbfb6b68ed621ad2d67db85fac7ab6dc3cc,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7dv34eq,0c900c0fa6eecd1ffe8e54b72d6e0fc0257aefe2,"['genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
nak3x4gk,adbfd5297c83ec9c3bec89f2cf68b2715034c4d4,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
28wpt5hn,8764d0cec1713833f147b13fd476ae8fac42c600; 58a21f91c8d3c79e8be084088092f29dec2fc4d3,"['genetic', 'experimental']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
sjxjqcb0,9cfaf4c8791d75c45d2d5c52a6e2da74363d2565,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
b58irdd8,4315ae43f201739bb56193e328dfdbd8a6646b4b,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrmlts27,421302dc5df774ef449768c48227b45b1640d775,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
k3vjqumq,cb62f467ee641118d0b7d0b6244c6f7aa800416f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
vmcy38wt,4350c7bc82bb4dba102fe29a6b50ed632b28a920,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6hhauza0,28698e9d58d0b455cfa1adb28be25bc7f9286859; 0c02e8ec33a4d59a3787121043e343975a772eb7,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toglzyci,60af5c4467ebb43ff79857a9c515e625d4aa3aa9,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kc19m3o7,0150b2d0c4f75faf01a869d3f5109fca50aab5c3; 1cb17fc57f0e112046b9e5d4fee08a4e79827da2,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
e5ar2ot9,50a6717377c416aadc6204e0e92f96d12ab4b0e7,"['review', 'life cycle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jdg8gsve,d51a55b2f7c2277e6435f0ecf13569863cc3adf3,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
akaun6t1,046b480f92a27f809d67c98c77752037f3342d2a,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
9rku1xfv,f071dcbf396ad4171f3984d42f08291385ea9cf7,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pmaoqsb3,891be4e9dc60d9b0c9ff79d35e11576ceeb8a592,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
oin9c1jf,cf085d7780e024e54db7c45b4ca64900e5713a5e,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
ldfa616a,0660d9281c1607ca1ca9cb62dfa00b56f49ddee1,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
eldkbejc,1db51d8c217cae965ebad4dabf0651a2ecd62e53,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
dc9t3vh3,fba08f3ce8a1335d06623126e44863cf1e73a509,['mutagenesis'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ydclax3n,39683dd78bcf6b301cbed610b6e3213a5ce33380,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
h3flp86l,ed2833486d62934f70aac5e48c4cea653eb00172,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
eji6dw94,8922dda5c6009cc69e1a90dac8d587c38f5af43f; 6a8534ba7e43207496048e684daadf767379d9a5,"['review', 'expert review']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
id15u3br,36767ebe8e566a75a7fe9561206af5e722006b46,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
asbt0mcj,add093424f4f1c1da746abb3227193fb2fefbefa,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
xgp2vx6o,c3e25d0cb02656c82dfac2860225f14588489066,['genetic'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
6ialz79k,281520c659ef5b7b5561307d5a91a00526e994f3,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
45gdwh24,9da34b54546112d418aa2b0e1ea55758b456a54c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
gl42vrku,e8f7192873a7eab54d8f845f5bf5fc450cbe2e37,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
o7qfugjw,0792384d074cef963c808eacf3c63e3654776a2a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudbwmq,3c082fd7a87e4e55f001e749fa9ce2a3481b0f5f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
rie2fo14,4abc50cfc81265083d4cb2aed0a493bb704d0b5b,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kjvzq2cn,bf2609459ed9b514ad4b6ee4b0eb3656c0d6542d,['experimental'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
whov48ln,d2d8597279c4e4503fbe1c11365fd154230add81,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1u12mv0o,aa96296a83b9395223f9a9b1b116f50ae8bcdb11,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cp76qr9f,ca5c35779ac657261ff729dd0f8509e1b14a6acd,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
gq4zdnxp,e3169377d59bbef414c6f7e4b2b36ef7f65e2b1a,"['review', 'questionnaire', 'survey']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
niz9dw5z,fc1d9acb5bb63e3a7898b27d287ff5862b4f2b09,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
gffflvs5,0,"['genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
91goqi90,6cc00d24747f80a0e94f4dbdebcd9cc84b7e086f,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
tocqabgu,e28eedb8b780c3b08fa6a3d7d4c617f9587adc9a,['review'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
4fwp1dnl,b66704a03a688c4065abff41c4977c4c9939c230,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
i6kx3n6m,841791e86c12318b7552ccbc20932cfbde1e094d,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr1c9ttb,6d59ebd9375d41f107b221988db5081f4c20d8c1,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
q0qhcfah,c8c7265b3435763dfb209e8895c83e3cf8717a0f,['review'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
9rugpout,478659fba4a5eb4c3799fe5c19bfd1a5cbd0d071,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dezadqzs,a274eabdee76dfe956dc3fdcaa5a105e8fd465bd,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
xtn164je,0,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
5evgp3k9,03a158fb5fcbfccd841b4a9638e840a0302b9459,['genetic'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
n200x6z1,31cfa31a4d8a26ca083257be0e6dce51562d8c6d,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8yfoffx,cd3eeb911617dd22ee6f0d1843e19ba1d255e133,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
w9x4pae2,5bb2fe58be63844d5b13a6b0cacd3ec2c80d3cb3,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
crmlsbpo,e32449e2444438d63a3b088859156405a461ba2e,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
r1nprlne,48106886ec5b19e6cc62abf552ff3529f1d8aca3,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
nx37vg3z,430213ca4c52874f7082c2a1d1c3117187e41dae,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
z6vddid9,0,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
vc4gw5ko,f7ddd78bba691e9200cece8a05b3486fab895885,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
btb4oodz,37bc284af4f2f731792f44339253abc79c6d2782,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wvw6q7px,72aaf5f39ed048ee9ebda9af6fba6d6d12082e68,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
s578t1fk,d58edd47f5a609373fc4fbfd0b3cb4dfcec173c3,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
pvdlox4j,746804f73409212ee4161597d1ebb4fd5e8cd296,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
lknyehsa,914b5fc6d3984b981a1e36e545cc2a74e3fbd58a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
yz4grpic,5a616c081f34c8ead17742a91a121ae167d77e17,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4eak8e8l,c14ce2c27ca770924c1ca4a4fef0fa5b532f73c1,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
r8vxz5vu,3f1dd22fd366efca2448379f7becf69de113353a,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
16pzlvzz,859ab03f9d7e647783e8ac0e112b8bf63207693f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4wr2g4c,2e84c01cad3e1f37940539a14a1f043fadf5b36d; 85a6db45e29636f124b7b1adc5230dfca7b37f9f,"['review', 'survey']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
67pza31t,0,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3lp10lm,dc320a349f137013cc728b319144588e3854cb20,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
xbfguoj4,1aef4c8a0b31ddf10ab37a448fc90808218fa9d8,"['experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
qq6jzcoi,74eda2d826f50948657d096912bb32ccfbb17d0f,"['review', 'cross-sectional']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
tchf7pb2,760fa9225c5f571c77674f53a1f2d9648eb2adb0,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
4aeu9n5v,652c4ca6d601033177d0dd2d9e0831950963b6f8,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
hwy962a4,d8454139f839889cb542b3c91009e20ceded8625,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ddbybpv2,31c0580bd7d3104576c4a4f6ab6b6e66f0f4b3d7; 5818bb7fbfbc7b1d3ca1b806f8bb26dd4f5a8873,"['review', 'life cycle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
4t5bjbtu,bb59a75042a0be5861524532178e8becd8cda233,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8oxmomz6,0,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pq2a9u3w,ec3ede6e7539f8a035cf5955a65fa0c9bbb8b3b5,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfqbdj0h,515da9e83a07430922c9fe2a979c0698799aa56c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1egq5a2i,b8664f2695036c9b4a78f07b4598f1f8d6f98386,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
wjm11xzr,daf955dfd5f5ca4e6967e9c1a03904f441d4c319,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
25cawzi0,4b3de92b03457bddd57edad106262751d712c528,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2zi5iv2t,71788152b25d71db652985de1cc4fb0513873969,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5qhumjas,a6604f5c880a6a511053e91df3800780cdc3a876,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6x74mj3m,1174cadd31854c1128f0bbf2a61d31b2b72f61c3,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8d13smn6,743ca1ab0d309c7904b737c78985687e594a04cc,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3sxio2ut,1039a57c4d17c0c4eebcff505014cb5f11917cf1,"['review', 'meta-analysis', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
p493tr5u,7ed1dcfad7266bfda122685c0009ec526f77909f,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
7bf5rx7k,de207527ab4b8826e6e8901d63e768c19691b178,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
xhfnhmum,026447f6e8f25d774926c5f38f8c8ae1f62aa54d,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
waaklzgk,d3622e7ade6a1af92f1f239619932a3863c77e19,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
w731ehtz,92aca69f518fc394bd00b525898264893d9550af,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8sbvy0g,5b1ff90bfb94f984a838fe6f3a806cdedc3aa182,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1giy1fow,47826d4f9693f8859eff729ef432cc24d41cd896,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs1ootz4,32438c147bb00436c6bcf8a508e105c4b35e6ac3; 56f259c9a63f35ca1d6d513f08c4aead2e642565,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qkr73ma2,8ed6b522481e264a5d691f7f5fbd5d142b5f82f7,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdpjeahi,ef720b08c80cb574e3db1e48be65750ebb4b5104,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ry6xr4ix,a40363fa5527e9b6dbf6930b247a4608027e7983,"['experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
odcfac79,65aa725092d0b73054cce187137a0c22afb92d10,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma7tsm68,fac028a97db9169282fd01c3ca41d4eb7afb3f5c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
pbqghwor,ee106840a4b1667303e4b84d25795de3617bd7ef,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ha6hx0i,366d302151fd854813f4519551c7d8c5381c4fd7,"['case series', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
e97aspjm,b2f0e12f8f1cb35be12a8b139547c7d570aedaf0,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
k9booi08,357af8bb837fb3521423284fa624316d0965bfa3,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
0fegsm1v,5a6e220c6796a02e36a272103dd39dd62c9311eb,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
oa68zsj4,e1c8f343e712b43a4cedc0a09731ceada6abc146,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
y9jro9gt,aebf3e6b69b0563ab38d9d973db9a7795f75f47e,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
eei0ajtt,45b5b1c24269b3ee4c2f74aba8872482c0a6a934,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
xtsnlu1f,435c259a0b1c77cb1fab63dabf76fa1637d8e645,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
xva1qkrd,61b90922be286db0340b0543233488c3764c611d,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwnb9x57,b9f063ab66715b75706b11ab3b0a2af52294cd5b,"['review', 'experimental', 'survey', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ueqamyxp,84e8a4145f06c604f8542ee458480c8fa50bd1cf,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
bsxf0sri,b73380f2ef930b1667b665389463cf944db47370,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
diemj28t,7f070cac1f9fd46107d2a521e65b385e87efea85,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t09zqqi,610cdf0a90ee7272f51c5531375a7355768f865a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5adtc6mt,5390aefc8bb1a06635a321c0cd82589e2b91c9ee,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
gftkhjl0,2bce7709e22e3d5a110cb77501f6d97db10d9c05,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
gwmnbpj4,0,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
uezj1rcx,cccc79beb9b80834fd6302ddec0eb65633ce3f95,['review'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
fwnjby5p,674e4b0b5ce420b596a783bf0d9d7fccc5a76403,"['survey', 'cross-sectional']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
tu50ab1b,2911b1cc77f7c2bf1f8743673d3d2df7d7993aee,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8diuos7,80786183397e485664fd049d086f6e3e38ba210f,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
zwkzsljp,720d81cbf900cfce68db61398f8c41f92f798314,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
hc9n0u5s,feb7c5090a73fadeb2bde113221095746da8f12b,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
9p2n8tjx,2f464f69ee34fff67b35b41170660a4e3dac0654,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
c2b8w1hi,7267644046c69d176e889933002a9c8819751ff8,['genetic'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
bx4a9dvr,ff292a9fce88c9c34f9ffe636729dc31c20cf300,"['experimental', 'clinical']",0.0,0.0,0.0,1.0,0.0,0.0,0.0
yiu9z5w4,16320b30b2f068bc2d7bc9cf2f2da87261f041b4,"['review', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
wizu3arz,6540e9f3424564b0c1516b930d4f95b10d9f504e,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
b5l4o9oe,9dd7a29452ebf3285c47109ce0c72e2099347622,"['review', 'experimental', 'cross-sectional']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
1zjjg7n6,6653fce31fb0a8080aa11dde06f1c32032b28950,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0ybqh8n,a8002f42a29667524fe9cae0a0a94f60fbbf6079,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
tr0gn3tm,b6deb91c6796184b969f10b262910634eeff4a33,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdk8dp5s,aefb4a29e4c933751675ed871bfa09305f1ffee2,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
63gh2tg4,5b0eeabeded14c9e02fc7bcfacb52a8fa0b3ae3c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycyoxt02,97103b4636fa1bf6d381d6bda00d0e5d126b331c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
iclruwmx,50d0f5fd4187d914ff40cacb3c436edc5b5bcc00,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
v07oosd2,fa6b3fafeedf308826d58db91499b7c09f172310,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
oiat9mq9,a8b614e1c39170f6cab8198aa119e71f28421669,['review'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
3894l9qi,cb6ac0e6f129a47a228c217485d17d091c8c2421,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
gtywvr2e,751764ca73c84e497075d172d6417ea95c1a7e09,['genetic'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
02zv1gsq,15253c08a446817c195eab73473fc2f215528705,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
bha8vsce,9fd85ed07e4b503e9ddb2f5dd4c94f0a12ba4361,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s2i6f0,86f8e5cdfe075d029d603b36ce6f43a5ed86a8a5,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccauw70y,b4523d37bd98ceef10d57d2e5a11abb5cd068832,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
eejcwr1s,769398f7e7d03582fd05a4fbf322133e4509f5b7,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
zk7hzcla,3838015252b0ac31630c87d5cb719869e1569aa3,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
w6uya5v0,28deef160eb2e879ffa3a4f025898a9690be0e7e,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
7j43yic1,c8d7f93deaccea9d11f6713cc20368d236fc3d82,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2dc958jf,0d33d89c32913354f7164225a906ff85339293e2,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
